Order_number,Product_key,Customer_key,Order_date,Ship_date,Due_date,Quantity,Price,Sales
SO55774,276,3944,2013-04-06,2013-04-13,2013-04-18,1,22,22
SO55769,276,3244,2013-04-06,2013-04-13,2013-04-18,1,22,22
SO55771,276,7408,2013-04-06,2013-04-13,2013-04-18,1,22,22
SO55739,276,2256,2013-04-06,2013-04-13,2013-04-18,1,22,22
SO55740,276,2559,2013-04-06,2013-04-13,2013-04-18,1,22,22
SO55860,276,113,2013-04-07,2013-04-14,2013-04-19,1,22,22
SO55856,276,627,2013-04-07,2013-04-14,2013-04-19,1,22,22
SO55854,276,3888,2013-04-07,2013-04-14,2013-04-19,1,22,22
SO55838,276,12367,2013-04-07,2013-04-14,2013-04-19,1,22,22
SO55869,276,1273,2013-04-08,2013-04-15,2013-04-20,1,22,22
SO55913,276,2103,2013-04-08,2013-04-15,2013-04-20,1,22,22
SO55898,276,6853,2013-04-08,2013-04-15,2013-04-20,1,22,22
SO55912,276,672,2013-04-08,2013-04-15,2013-04-20,1,22,22
SO55907,276,1455,2013-04-08,2013-04-15,2013-04-20,1,22,22
SO55908,276,2098,2013-04-08,2013-04-15,2013-04-20,1,22,22
SO55909,276,2337,2013-04-08,2013-04-15,2013-04-20,1,22,22
SO55923,276,1217,2013-04-09,2013-04-16,2013-04-21,1,22,22
SO55950,276,2196,2013-04-09,2013-04-16,2013-04-21,1,22,22
SO55956,276,2175,2013-04-09,2013-04-16,2013-04-21,1,22,22
SO55957,276,133,2013-04-09,2013-04-16,2013-04-21,1,22,22
SO55970,276,611,2013-04-10,2013-04-17,2013-04-22,1,22,22
SO55995,276,2924,2013-04-10,2013-04-17,2013-04-22,1,22,22
SO56010,276,990,2013-04-10,2013-04-17,2013-04-22,1,22,22
SO56023,276,12523,2013-04-11,2013-04-18,2013-04-23,1,22,22
SO56069,276,7734,2013-04-12,2013-04-19,2013-04-24,1,22,22
SO56080,276,12003,2013-04-12,2013-04-19,2013-04-24,1,22,22
SO56114,276,1671,2013-04-12,2013-04-19,2013-04-24,1,22,22
SO56105,276,3099,2013-04-12,2013-04-19,2013-04-24,1,22,22
SO56159,276,5056,2013-04-13,2013-04-20,2013-04-25,1,22,22
SO56160,276,7187,2013-04-13,2013-04-20,2013-04-25,1,22,22
SO56157,276,2900,2013-04-13,2013-04-20,2013-04-25,1,22,22
SO56158,276,9300,2013-04-13,2013-04-20,2013-04-25,1,22,22
SO56126,276,616,2013-04-13,2013-04-20,2013-04-25,1,22,22
SO56127,276,1649,2013-04-13,2013-04-20,2013-04-25,1,22,22
SO56206,276,3829,2013-04-14,2013-04-21,2013-04-26,1,22,22
SO56205,276,3904,2013-04-14,2013-04-21,2013-04-26,1,22,22
SO56211,276,2228,2013-04-14,2013-04-21,2013-04-26,1,22,22
SO56190,276,10284,2013-04-14,2013-04-21,2013-04-26,1,22,22
SO56269,276,152,2013-04-15,2013-04-22,2013-04-27,1,22,22
SO56247,276,5144,2013-04-15,2013-04-22,2013-04-27,1,22,22
SO56248,276,7129,2013-04-15,2013-04-22,2013-04-27,1,22,22
SO56249,276,8947,2013-04-15,2013-04-22,2013-04-27,1,22,22
SO56308,276,1192,2013-04-16,2013-04-23,2013-04-28,1,22,22
SO56315,276,2179,2013-04-16,2013-04-23,2013-04-28,1,22,22
SO56316,276,1209,2013-04-16,2013-04-23,2013-04-28,1,22,22
SO56297,276,12717,2013-04-16,2013-04-23,2013-04-28,1,22,22
SO56298,276,3123,2013-04-16,2013-04-23,2013-04-28,1,22,22
SO56302,276,8376,2013-04-16,2013-04-23,2013-04-28,1,22,22
SO56336,276,613,2013-04-17,2013-04-24,2013-04-29,1,22,22
SO56334,276,1658,2013-04-17,2013-04-24,2013-04-29,1,22,22
SO56369,276,1357,2013-04-17,2013-04-24,2013-04-29,1,22,22
SO56364,276,2101,2013-04-17,2013-04-24,2013-04-29,1,22,22
SO56388,276,2780,2013-04-18,2013-04-25,2013-04-30,1,22,22
SO56378,276,1287,2013-04-18,2013-04-25,2013-04-30,1,22,22
SO56382,276,5920,2013-04-18,2013-04-25,2013-04-30,1,22,22
SO56383,276,11950,2013-04-18,2013-04-25,2013-04-30,1,22,22
SO56422,276,630,2013-04-18,2013-04-25,2013-04-30,1,22,22
SO56419,276,1954,2013-04-18,2013-04-25,2013-04-30,1,22,22
SO56404,276,3136,2013-04-18,2013-04-25,2013-04-30,1,22,22
SO56405,276,5037,2013-04-18,2013-04-25,2013-04-30,1,22,22
SO56442,276,6751,2013-04-19,2013-04-26,2013-05-01,1,22,22
SO56467,276,4816,2013-04-19,2013-04-26,2013-05-01,1,22,22
SO56466,276,5847,2013-04-19,2013-04-26,2013-05-01,1,22,22
SO56459,276,2901,2013-04-19,2013-04-26,2013-05-01,1,22,22
SO56469,276,2310,2013-04-19,2013-04-26,2013-05-01,1,22,22
SO56471,276,2174,2013-04-19,2013-04-26,2013-05-01,1,22,22
SO56485,276,2686,2013-04-20,2013-04-27,2013-05-02,1,22,22
SO56501,276,15045,2013-04-20,2013-04-27,2013-05-02,1,22,22
SO56510,276,3281,2013-04-20,2013-04-27,2013-05-02,1,22,22
SO56511,276,2749,2013-04-20,2013-04-27,2013-05-02,1,22,22
SO56533,276,987,2013-04-20,2013-04-27,2013-05-02,1,22,22
SO56532,276,444,2013-04-20,2013-04-27,2013-05-02,1,22,22
SO56521,276,8643,2013-04-20,2013-04-27,2013-05-02,1,22,22
SO56525,276,516,2013-04-20,2013-04-27,2013-05-02,1,22,22
SO56540,276,1223,2013-04-21,2013-04-28,2013-05-03,1,22,22
SO56544,276,7296,2013-04-21,2013-04-28,2013-05-03,1,22,22
SO56566,276,7091,2013-04-21,2013-04-28,2013-05-03,1,22,22
SO56563,276,3879,2013-04-21,2013-04-28,2013-05-03,1,22,22
SO56568,276,4174,2013-04-21,2013-04-28,2013-05-03,1,22,22
SO56575,276,2981,2013-04-21,2013-04-28,2013-05-03,1,22,22
SO56587,276,1363,2013-04-21,2013-04-28,2013-05-03,1,22,22
SO56585,276,1936,2013-04-21,2013-04-28,2013-05-03,1,22,22
SO56583,276,2178,2013-04-21,2013-04-28,2013-05-03,1,22,22
SO56626,276,2986,2013-04-22,2013-04-29,2013-05-04,1,22,22
SO56602,276,6496,2013-04-22,2013-04-29,2013-05-04,1,22,22
SO56603,276,7207,2013-04-22,2013-04-29,2013-05-04,1,22,22
SO56634,276,1016,2013-04-22,2013-04-29,2013-05-04,1,22,22
SO56636,276,4860,2013-04-22,2013-04-29,2013-05-04,1,22,22
SO56645,276,14819,2013-04-23,2013-04-30,2013-05-05,1,22,22
SO56650,276,6748,2013-04-23,2013-04-30,2013-05-05,1,22,22
SO56663,276,3442,2013-04-23,2013-04-30,2013-05-05,1,22,22
SO56664,276,7055,2013-04-23,2013-04-30,2013-05-05,1,22,22
SO56683,276,127,2013-04-23,2013-04-30,2013-05-05,1,22,22
SO56676,276,3076,2013-04-23,2013-04-30,2013-05-05,1,22,22
SO56742,276,2084,2013-04-24,2013-05-01,2013-05-06,1,22,22
SO56739,276,655,2013-04-24,2013-05-01,2013-05-06,1,22,22
SO56738,276,2222,2013-04-24,2013-05-01,2013-05-06,1,22,22
SO56736,276,2171,2013-04-24,2013-05-01,2013-05-06,1,22,22
SO56735,276,3086,2013-04-24,2013-05-01,2013-05-06,1,22,22
SO56727,276,6201,2013-04-24,2013-05-01,2013-05-06,1,22,22
SO56728,276,5201,2013-04-24,2013-05-01,2013-05-06,1,22,22
SO56789,276,1339,2013-04-25,2013-05-02,2013-05-07,1,22,22
SO56788,276,1010,2013-04-25,2013-05-02,2013-05-07,1,22,22
SO56776,276,3295,2013-04-25,2013-05-02,2013-05-07,1,22,22
SO56783,276,1982,2013-04-25,2013-05-02,2013-05-07,1,22,22
SO56782,276,7323,2013-04-25,2013-05-02,2013-05-07,1,22,22
SO56758,276,1219,2013-04-25,2013-05-02,2013-05-07,1,22,22
SO56835,276,691,2013-04-26,2013-05-03,2013-05-08,1,22,22
SO56832,276,5242,2013-04-26,2013-05-03,2013-05-08,1,22,22
SO56821,276,2915,2013-04-26,2013-05-03,2013-05-08,1,22,22
SO56822,276,5194,2013-04-26,2013-05-03,2013-05-08,1,22,22
SO56819,276,3095,2013-04-26,2013-05-03,2013-05-08,1,22,22
SO56879,276,6218,2013-04-27,2013-05-04,2013-05-09,1,22,22
SO56877,276,4520,2013-04-27,2013-05-04,2013-05-09,1,22,22
SO56878,276,2309,2013-04-27,2013-05-04,2013-05-09,1,22,22
SO56890,276,2422,2013-04-27,2013-05-04,2013-05-09,1,22,22
SO56896,276,1930,2013-04-27,2013-05-04,2013-05-09,1,22,22
SO56928,276,4545,2013-04-28,2013-05-05,2013-05-10,1,22,22
SO56932,276,5193,2013-04-28,2013-05-05,2013-05-10,1,22,22
SO56984,276,10743,2013-04-29,2013-05-06,2013-05-11,1,22,22
SO56985,276,4839,2013-04-29,2013-05-06,2013-05-11,1,22,22
SO56980,276,17293,2013-04-29,2013-05-06,2013-05-11,1,22,22
SO56963,276,12571,2013-04-29,2013-05-06,2013-05-11,1,22,22
SO56995,276,2068,2013-04-29,2013-05-06,2013-05-11,1,22,22
SO57004,276,148,2013-04-29,2013-05-06,2013-05-11,1,22,22
SO57193,276,5339,2013-04-30,2013-05-07,2013-05-12,1,22,22
SO57223,276,3091,2013-04-30,2013-05-07,2013-05-12,1,22,22
SO57224,276,2188,2013-04-30,2013-05-07,2013-05-12,1,22,22
SO57228,276,774,2013-04-30,2013-05-07,2013-05-12,1,22,22
SO57206,276,1971,2013-04-30,2013-05-07,2013-05-12,1,22,22
SO57288,276,2278,2013-05-01,2013-05-08,2013-05-13,1,22,22
SO57285,276,8162,2013-05-01,2013-05-08,2013-05-13,1,22,22
SO57295,276,1689,2013-05-01,2013-05-08,2013-05-13,1,22,22
SO57271,276,12049,2013-05-01,2013-05-08,2013-05-13,1,22,22
SO57345,276,2075,2013-05-02,2013-05-09,2013-05-14,1,22,22
SO57347,276,2345,2013-05-02,2013-05-09,2013-05-14,1,22,22
SO57353,276,2300,2013-05-02,2013-05-09,2013-05-14,1,22,22
SO57335,276,8400,2013-05-02,2013-05-09,2013-05-14,1,22,22
SO57336,276,7979,2013-05-02,2013-05-09,2013-05-14,1,22,22
SO57356,276,2379,2013-05-02,2013-05-09,2013-05-14,1,22,22
SO57355,276,2347,2013-05-02,2013-05-09,2013-05-14,1,22,22
SO57410,276,2281,2013-05-03,2013-05-10,2013-05-15,1,22,22
SO57411,276,1448,2013-05-03,2013-05-10,2013-05-15,1,22,22
SO57409,276,6482,2013-05-03,2013-05-10,2013-05-15,1,22,22
SO57401,276,8072,2013-05-03,2013-05-10,2013-05-15,1,22,22
SO57399,276,4014,2013-05-03,2013-05-10,2013-05-15,1,22,22
SO57407,276,3077,2013-05-03,2013-05-10,2013-05-15,1,22,22
SO57420,276,1690,2013-05-03,2013-05-10,2013-05-15,1,22,22
SO57430,276,7735,2013-05-04,2013-05-11,2013-05-16,1,22,22
SO57462,276,2306,2013-05-04,2013-05-11,2013-05-16,1,22,22
SO57468,276,3042,2013-05-04,2013-05-11,2013-05-16,1,22,22
SO57505,276,4069,2013-05-05,2013-05-12,2013-05-17,1,22,22
SO57502,276,2927,2013-05-05,2013-05-12,2013-05-17,1,22,22
SO57503,276,4251,2013-05-05,2013-05-12,2013-05-17,1,22,22
SO57514,276,2053,2013-05-05,2013-05-12,2013-05-17,1,22,22
SO57517,276,2279,2013-05-05,2013-05-12,2013-05-17,1,22,22
SO57557,276,4840,2013-05-06,2013-05-13,2013-05-18,1,22,22
SO57568,276,2286,2013-05-06,2013-05-13,2013-05-18,1,22,22
SO57567,276,503,2013-05-06,2013-05-13,2013-05-18,1,22,22
SO57579,276,2344,2013-05-06,2013-05-13,2013-05-18,1,22,22
SO57577,276,5021,2013-05-06,2013-05-13,2013-05-18,1,22,22
SO57585,276,1686,2013-05-06,2013-05-13,2013-05-18,1,22,22
SO57614,276,3114,2013-05-07,2013-05-14,2013-05-19,1,22,22
SO57615,276,2892,2013-05-07,2013-05-14,2013-05-19,1,22,22
SO57602,276,14208,2013-05-07,2013-05-14,2013-05-19,1,22,22
SO57595,276,3720,2013-05-07,2013-05-14,2013-05-19,1,22,22
SO57667,276,1082,2013-05-08,2013-05-15,2013-05-20,1,22,22
SO57668,276,1091,2013-05-08,2013-05-15,2013-05-20,1,22,22
SO57669,276,3282,2013-05-08,2013-05-15,2013-05-20,1,22,22
SO57675,276,919,2013-05-08,2013-05-15,2013-05-20,1,22,22
SO57662,276,2099,2013-05-08,2013-05-15,2013-05-20,1,22,22
SO57660,276,2217,2013-05-08,2013-05-15,2013-05-20,1,22,22
SO57654,276,2653,2013-05-08,2013-05-15,2013-05-20,1,22,22
SO57703,276,6791,2013-05-09,2013-05-16,2013-05-21,1,22,22
SO57695,276,5490,2013-05-09,2013-05-16,2013-05-21,1,22,22
SO57731,276,2355,2013-05-09,2013-05-16,2013-05-21,1,22,22
SO57726,276,2323,2013-05-09,2013-05-16,2013-05-21,1,22,22
SO57724,276,2187,2013-05-09,2013-05-16,2013-05-21,1,22,22
SO57728,276,2231,2013-05-09,2013-05-16,2013-05-21,1,22,22
SO57730,276,2427,2013-05-09,2013-05-16,2013-05-21,1,22,22
SO57719,276,7678,2013-05-09,2013-05-16,2013-05-21,1,22,22
SO57766,276,8016,2013-05-10,2013-05-17,2013-05-22,1,22,22
SO57770,276,2468,2013-05-10,2013-05-17,2013-05-22,1,22,22
SO57782,276,2394,2013-05-10,2013-05-17,2013-05-22,1,22,22
SO57779,276,3022,2013-05-10,2013-05-17,2013-05-22,1,22,22
SO57796,276,6323,2013-05-11,2013-05-18,2013-05-23,1,22,22
SO57795,276,7254,2013-05-11,2013-05-18,2013-05-23,1,22,22
SO57827,276,2429,2013-05-11,2013-05-18,2013-05-23,1,22,22
SO57826,276,3271,2013-05-11,2013-05-18,2013-05-23,1,22,22
SO57833,276,1707,2013-05-11,2013-05-18,2013-05-23,1,22,22
SO57851,276,7295,2013-05-12,2013-05-19,2013-05-24,1,22,22
SO57873,276,9479,2013-05-12,2013-05-19,2013-05-24,1,22,22
SO57889,276,2441,2013-05-12,2013-05-19,2013-05-24,1,22,22
SO57937,276,3363,2013-05-13,2013-05-20,2013-05-25,1,22,22
SO57935,276,4010,2013-05-13,2013-05-20,2013-05-25,1,22,22
SO57934,276,770,2013-05-13,2013-05-20,2013-05-25,1,22,22
SO57916,276,12025,2013-05-13,2013-05-20,2013-05-25,1,22,22
SO57923,276,5044,2013-05-13,2013-05-20,2013-05-25,1,22,22
SO57909,276,6756,2013-05-13,2013-05-20,2013-05-25,1,22,22
SO57906,276,14231,2013-05-13,2013-05-20,2013-05-25,1,22,22
SO57903,276,1240,2013-05-13,2013-05-20,2013-05-25,1,22,22
SO58001,276,2404,2013-05-14,2013-05-21,2013-05-26,1,22,22
SO58000,276,2274,2013-05-14,2013-05-21,2013-05-26,1,22,22
SO57992,276,274,2013-05-14,2013-05-21,2013-05-26,1,22,22
SO57994,276,2181,2013-05-14,2013-05-21,2013-05-26,1,22,22
SO58020,276,1324,2013-05-15,2013-05-22,2013-05-27,1,22,22
SO58055,276,2365,2013-05-15,2013-05-22,2013-05-27,1,22,22
SO58024,276,7933,2013-05-15,2013-05-22,2013-05-27,1,22,22
SO58065,276,1706,2013-05-15,2013-05-22,2013-05-27,1,22,22
SO58066,276,1695,2013-05-15,2013-05-22,2013-05-27,1,22,22
SO58071,276,1264,2013-05-16,2013-05-23,2013-05-28,1,22,22
SO58080,276,11666,2013-05-16,2013-05-23,2013-05-28,1,22,22
SO58103,276,10024,2013-05-16,2013-05-23,2013-05-28,1,22,22
SO58098,276,11716,2013-05-16,2013-05-23,2013-05-28,1,22,22
SO58110,276,2284,2013-05-16,2013-05-23,2013-05-28,1,22,22
SO58108,276,2423,2013-05-16,2013-05-23,2013-05-28,1,22,22
SO58158,276,8015,2013-05-17,2013-05-24,2013-05-29,1,22,22
SO58170,276,1971,2013-05-17,2013-05-24,2013-05-29,1,22,22
SO58134,276,12104,2013-05-17,2013-05-24,2013-05-29,1,22,22
SO58179,276,2315,2013-05-17,2013-05-24,2013-05-29,1,22,22
SO58178,276,3437,2013-05-17,2013-05-24,2013-05-29,1,22,22
SO58176,276,3339,2013-05-17,2013-05-24,2013-05-29,1,22,22
SO58195,276,2260,2013-05-18,2013-05-25,2013-05-30,1,22,22
SO58197,276,6347,2013-05-18,2013-05-25,2013-05-30,1,22,22
SO58221,276,6225,2013-05-18,2013-05-25,2013-05-30,1,22,22
SO58233,276,2147,2013-05-18,2013-05-25,2013-05-30,1,22,22
SO58232,276,2440,2013-05-18,2013-05-25,2013-05-30,1,22,22
SO58241,276,2012,2013-05-18,2013-05-25,2013-05-30,1,22,22
SO58294,276,5739,2013-05-20,2013-05-27,2013-06-01,1,22,22
SO58312,276,2472,2013-05-20,2013-05-27,2013-06-01,1,22,22
SO58313,276,2481,2013-05-20,2013-05-27,2013-06-01,1,22,22
SO58323,276,1454,2013-05-20,2013-05-27,2013-06-01,1,22,22
SO58324,276,8694,2013-05-20,2013-05-27,2013-06-01,1,22,22
SO58326,276,1046,2013-05-20,2013-05-27,2013-06-01,1,22,22
SO58321,276,3725,2013-05-20,2013-05-27,2013-06-01,1,22,22
SO58328,276,5090,2013-05-20,2013-05-27,2013-06-01,1,22,22
SO58334,276,2661,2013-05-20,2013-05-27,2013-06-01,1,22,22
SO58381,276,4780,2013-05-21,2013-05-28,2013-06-02,1,22,22
SO58373,276,12471,2013-05-21,2013-05-28,2013-06-02,1,22,22
SO58390,276,4512,2013-05-21,2013-05-28,2013-06-02,1,22,22
SO58396,276,2289,2013-05-21,2013-05-28,2013-06-02,1,22,22
SO58360,276,6754,2013-05-21,2013-05-28,2013-06-02,1,22,22
SO58408,276,1685,2013-05-21,2013-05-28,2013-06-02,1,22,22
SO58398,276,2320,2013-05-21,2013-05-28,2013-06-02,1,22,22
SO58407,276,1682,2013-05-21,2013-05-28,2013-06-02,1,22,22
SO58419,276,7195,2013-05-22,2013-05-29,2013-06-03,1,22,22
SO58445,276,1846,2013-05-22,2013-05-29,2013-06-03,1,22,22
SO58461,276,1684,2013-05-22,2013-05-29,2013-06-03,1,22,22
SO58455,276,2346,2013-05-22,2013-05-29,2013-06-03,1,22,22
SO58469,276,1230,2013-05-23,2013-05-30,2013-06-04,1,22,22
SO58471,276,2408,2013-05-23,2013-05-30,2013-06-04,1,22,22
SO58472,276,592,2013-05-23,2013-05-30,2013-06-04,1,22,22
SO58506,276,3137,2013-05-23,2013-05-30,2013-06-04,1,22,22
SO58505,276,3451,2013-05-23,2013-05-30,2013-06-04,1,22,22
SO58528,276,2383,2013-05-23,2013-05-30,2013-06-04,1,22,22
SO58529,276,2305,2013-05-23,2013-05-30,2013-06-04,1,22,22
SO58516,276,8225,2013-05-23,2013-05-30,2013-06-04,1,22,22
SO58517,276,5903,2013-05-23,2013-05-30,2013-06-04,1,22,22
SO58525,276,2280,2013-05-23,2013-05-30,2013-06-04,1,22,22
SO58569,276,708,2013-05-24,2013-05-31,2013-06-05,1,22,22
SO58620,276,2292,2013-05-25,2013-06-01,2013-06-06,1,22,22
SO58624,276,2426,2013-05-25,2013-06-01,2013-06-06,1,22,22
SO58621,276,4560,2013-05-25,2013-06-01,2013-06-06,1,22,22
SO58596,276,3968,2013-05-25,2013-06-01,2013-06-06,1,22,22
SO58684,276,2416,2013-05-26,2013-06-02,2013-06-07,1,22,22
SO58657,276,11077,2013-05-26,2013-06-02,2013-06-07,1,22,22
SO58676,276,5480,2013-05-26,2013-06-02,2013-06-07,1,22,22
SO58710,276,6495,2013-05-27,2013-06-03,2013-06-08,1,22,22
SO58705,276,1403,2013-05-27,2013-06-03,2013-06-08,1,22,22
SO58740,276,4247,2013-05-27,2013-06-03,2013-06-08,1,22,22
SO58741,276,9355,2013-05-27,2013-06-03,2013-06-08,1,22,22
SO58761,276,2326,2013-05-27,2013-06-03,2013-06-08,1,22,22
SO58750,276,7675,2013-05-27,2013-06-03,2013-06-08,1,22,22
SO58751,276,3873,2013-05-27,2013-06-03,2013-06-08,1,22,22
SO58752,276,4944,2013-05-27,2013-06-03,2013-06-08,1,22,22
SO58743,276,7155,2013-05-27,2013-06-03,2013-06-08,1,22,22
SO58802,276,3389,2013-05-28,2013-06-04,2013-06-09,1,22,22
SO58799,276,8233,2013-05-28,2013-06-04,2013-06-09,1,22,22
SO58800,276,3296,2013-05-28,2013-06-04,2013-06-09,1,22,22
SO58813,276,2356,2013-05-28,2013-06-04,2013-06-09,1,22,22
SO58807,276,531,2013-05-28,2013-06-04,2013-06-09,1,22,22
SO58809,276,4565,2013-05-28,2013-06-04,2013-06-09,1,22,22
SO58801,276,3297,2013-05-28,2013-06-04,2013-06-09,1,22,22
SO58845,276,9047,2013-05-29,2013-06-05,2013-06-10,1,22,22
SO58867,276,8648,2013-05-29,2013-06-05,2013-06-10,1,22,22
SO58879,276,5842,2013-05-29,2013-06-05,2013-06-10,1,22,22
SO59082,276,7200,2013-05-30,2013-06-06,2013-06-11,1,22,22
SO59101,276,3250,2013-05-30,2013-06-06,2013-06-11,1,22,22
SO59109,276,5150,2013-05-30,2013-06-06,2013-06-11,1,22,22
SO59110,276,2164,2013-05-30,2013-06-06,2013-06-11,1,22,22
SO59111,276,7078,2013-05-30,2013-06-06,2013-06-11,1,22,22
SO59115,276,2913,2013-05-30,2013-06-06,2013-06-11,1,22,22
SO59116,276,797,2013-05-30,2013-06-06,2013-06-11,1,22,22
SO59117,276,2457,2013-05-30,2013-06-06,2013-06-11,1,22,22
SO59187,276,4905,2013-05-31,2013-06-07,2013-06-12,1,22,22
SO59189,276,2453,2013-05-31,2013-06-07,2013-06-12,1,22,22
SO59184,276,1896,2013-05-31,2013-06-07,2013-06-12,1,22,22
SO59169,276,7601,2013-05-31,2013-06-07,2013-06-12,1,22,22
SO59161,276,12061,2013-05-31,2013-06-07,2013-06-12,1,22,22
SO59145,276,12528,2013-05-31,2013-06-07,2013-06-12,1,22,22
SO59217,276,13537,2013-06-01,2013-06-08,2013-06-13,1,22,22
SO59233,276,2449,2013-06-01,2013-06-08,2013-06-13,1,22,22
SO59231,276,2868,2013-06-01,2013-06-08,2013-06-13,1,22,22
SO59232,276,3769,2013-06-01,2013-06-08,2013-06-13,1,22,22
SO59246,276,2896,2013-06-01,2013-06-08,2013-06-13,1,22,22
SO59322,276,2886,2013-06-02,2013-06-09,2013-06-14,1,22,22
SO59276,276,1371,2013-06-02,2013-06-09,2013-06-14,1,22,22
SO59285,276,3961,2013-06-02,2013-06-09,2013-06-14,1,22,22
SO59286,276,3945,2013-06-02,2013-06-09,2013-06-14,1,22,22
SO59362,276,2851,2013-06-03,2013-06-10,2013-06-15,1,22,22
SO59348,276,3139,2013-06-03,2013-06-10,2013-06-15,1,22,22
SO59384,276,3599,2013-06-03,2013-06-10,2013-06-15,1,22,22
SO59382,276,3243,2013-06-03,2013-06-10,2013-06-15,1,22,22
SO59383,276,777,2013-06-03,2013-06-10,2013-06-15,1,22,22
SO59381,276,3113,2013-06-03,2013-06-10,2013-06-15,1,22,22
SO59364,276,7188,2013-06-03,2013-06-10,2013-06-15,1,22,22
SO59371,276,6348,2013-06-03,2013-06-10,2013-06-15,1,22,22
SO59373,276,5086,2013-06-03,2013-06-10,2013-06-15,1,22,22
SO59413,276,7745,2013-06-04,2013-06-11,2013-06-16,1,22,22
SO59410,276,3161,2013-06-04,2013-06-11,2013-06-16,1,22,22
SO59408,276,1395,2013-06-04,2013-06-11,2013-06-16,1,22,22
SO59445,276,2308,2013-06-04,2013-06-11,2013-06-16,1,22,22
SO59446,276,5107,2013-06-04,2013-06-11,2013-06-16,1,22,22
SO59436,276,5334,2013-06-04,2013-06-11,2013-06-16,1,22,22
SO59454,276,2437,2013-06-04,2013-06-11,2013-06-16,1,22,22
SO59448,276,6028,2013-06-04,2013-06-11,2013-06-16,1,22,22
SO59539,276,2348,2013-06-05,2013-06-12,2013-06-17,1,22,22
SO59538,276,2170,2013-06-05,2013-06-12,2013-06-17,1,22,22
SO59529,276,7130,2013-06-05,2013-06-12,2013-06-17,1,22,22
SO59528,276,2660,2013-06-05,2013-06-12,2013-06-17,1,22,22
SO59507,276,9729,2013-06-05,2013-06-12,2013-06-17,1,22,22
SO59506,276,6814,2013-06-05,2013-06-12,2013-06-17,1,22,22
SO59489,276,3776,2013-06-05,2013-06-12,2013-06-17,1,22,22
SO59493,276,6480,2013-06-05,2013-06-12,2013-06-17,1,22,22
SO59604,276,7182,2013-06-06,2013-06-13,2013-06-18,1,22,22
SO59592,276,12201,2013-06-06,2013-06-13,2013-06-18,1,22,22
SO59625,276,3357,2013-06-06,2013-06-13,2013-06-18,1,22,22
SO59624,276,2658,2013-06-06,2013-06-13,2013-06-18,1,22,22
SO59614,276,4880,2013-06-06,2013-06-13,2013-06-18,1,22,22
SO59616,276,2172,2013-06-06,2013-06-13,2013-06-18,1,22,22
SO59618,276,7391,2013-06-06,2013-06-13,2013-06-18,1,22,22
SO59619,276,2338,2013-06-06,2013-06-13,2013-06-18,1,22,22
SO59746,276,3407,2013-06-08,2013-06-15,2013-06-20,1,22,22
SO59744,276,1776,2013-06-08,2013-06-15,2013-06-20,1,22,22
SO59735,276,7179,2013-06-08,2013-06-15,2013-06-20,1,22,22
SO59736,276,2751,2013-06-08,2013-06-15,2013-06-20,1,22,22
SO59753,276,2104,2013-06-08,2013-06-15,2013-06-20,1,22,22
SO59749,276,3122,2013-06-08,2013-06-15,2013-06-20,1,22,22
SO59748,276,2866,2013-06-08,2013-06-15,2013-06-20,1,22,22
SO59710,276,5488,2013-06-08,2013-06-15,2013-06-20,1,22,22
SO59785,276,9107,2013-06-09,2013-06-16,2013-06-21,1,22,22
SO59786,276,3836,2013-06-09,2013-06-16,2013-06-21,1,22,22
SO59784,276,5354,2013-06-09,2013-06-16,2013-06-21,1,22,22
SO59804,276,2898,2013-06-09,2013-06-16,2013-06-21,1,22,22
SO59808,276,3479,2013-06-09,2013-06-16,2013-06-21,1,22,22
SO59789,276,10137,2013-06-09,2013-06-16,2013-06-21,1,22,22
SO59803,276,2086,2013-06-09,2013-06-16,2013-06-21,1,22,22
SO59798,276,1968,2013-06-09,2013-06-16,2013-06-21,1,22,22
SO59879,276,2456,2013-06-10,2013-06-17,2013-06-22,1,22,22
SO59881,276,1450,2013-06-10,2013-06-17,2013-06-22,1,22,22
SO59880,276,2434,2013-06-10,2013-06-17,2013-06-22,1,22,22
SO59878,276,935,2013-06-10,2013-06-17,2013-06-22,1,22,22
SO59877,276,3257,2013-06-10,2013-06-17,2013-06-22,1,22,22
SO59876,276,810,2013-06-10,2013-06-17,2013-06-22,1,22,22
SO59875,276,2899,2013-06-10,2013-06-17,2013-06-22,1,22,22
SO59868,276,1761,2013-06-10,2013-06-17,2013-06-22,1,22,22
SO59858,276,5257,2013-06-10,2013-06-17,2013-06-22,1,22,22
SO59836,276,2586,2013-06-10,2013-06-17,2013-06-22,1,22,22
SO59906,276,3163,2013-06-11,2013-06-18,2013-06-23,1,22,22
SO59922,276,6116,2013-06-11,2013-06-18,2013-06-23,1,22,22
SO59956,276,2430,2013-06-11,2013-06-18,2013-06-23,1,22,22
SO59939,276,2902,2013-06-11,2013-06-18,2013-06-23,1,22,22
SO59936,276,3373,2013-06-11,2013-06-18,2013-06-23,1,22,22
SO59938,276,10581,2013-06-11,2013-06-18,2013-06-23,1,22,22
SO59941,276,5464,2013-06-11,2013-06-18,2013-06-23,1,22,22
SO59989,276,11019,2013-06-12,2013-06-19,2013-06-24,1,22,22
SO60007,276,11108,2013-06-12,2013-06-19,2013-06-24,1,22,22
